x,phylo_names,body_region,ecology,mean_roughness,mean_peak,sd_roughness,sd_peak
278,Crossodactylus_schmidti,VP,terrestrial_torrent,1.18412399,6.3879751,0.477626024,2.827742893
279,Cryptothylax_greshoffii,DA,terrestrial_torrent,1.709257903,10.19501745,0.865798841,3.002713456
280,Cryptothylax_greshoffii,DP,terrestrial_torrent,1.789567778,7.902872889,0.811130187,1.406847391
281,Cryptothylax_greshoffii,VA,terrestrial_torrent,2.106677898,9.79452111,0.684092819,3.698509758
282,Cryptothylax_greshoffii,VP,terrestrial_torrent,3.857407945,14.14497167,0.908323537,3.692528825
283,Cycloramphus_eleutherodactylus,DA,terrestrial_leaflitter,1.715702132,8.086442,0.604992486,1.672899845
284,Cycloramphus_eleutherodactylus,DP,terrestrial_leaflitter,1.858568565,8.312208834,0.192471568,1.198325642
285,Cycloramphus_eleutherodactylus,VA,terrestrial_leaflitter,0.856254881,5.767458134,0.218493157,1.664933795
286,Cycloramphus_eleutherodactylus,VP,terrestrial_leaflitter,1.032046107,6.502855317,0.208331365,2.191653979
287,Oophaga_histrionica,DA,terrestrial_leaflitter,1.747810804,7.855143689,0.9631201,3.024791608
288,Oophaga_histrionica,DP,terrestrial_leaflitter,2.144261899,10.82331344,1.784811203,8.748377693
289,Oophaga_histrionica,VA,terrestrial_leaflitter,1.439027126,8.608679079,0.493266053,2.173173044
290,Oophaga_histrionica,VP,terrestrial_leaflitter,1.385724693,7.34375302,0.540508665,2.779912918
291,Ranitomeya_imitator,DA,arboreal,1.472594727,6.993532333,0.519836045,3.369241782
292,Ranitomeya_imitator,DP,arboreal,1.318007427,6.54527995,0.571859454,3.165682631
293,Ranitomeya_imitator,VA,arboreal,2.067249356,7.089592034,1.408425797,3.872152964
294,Ranitomeya_imitator,VP,arboreal,2.342487981,11.35098917,1.087816678,3.626307119
295,Dendrophryniscus_brevipollicatus,DA,arboreal,5.791292093,34.10535867,2.04878361,11.84309019
296,Dendrophryniscus_brevipollicatus,DP,arboreal,5.140101244,27.617711,1.114159805,3.010921492
297,Dendrophryniscus_brevipollicatus,VA,arboreal,3.980846218,16.83902884,0.671921797,4.461291845
298,Dendrophryniscus_brevipollicatus,VP,arboreal,2.788098955,12.63734433,0.443961745,3.807270145
299,Diasporus_diastema,DP,arboreal,1.108121737,6.006361,0.371500363,0.352149231
300,Diasporus_diastema,VA,arboreal,3.117422523,11.460011,2.746133381,7.521506077
301,Diasporus_diastema,VP,arboreal,5.264715413,15.81576767,4.486637684,10.38351378
302,Didynamipus_sjostedti,DP,terrestrial_leaflitter,5.015002795,18.02660633,1.009747934,5.798285086
303,Didynamipus_sjostedti,VP,terrestrial_leaflitter,5.834157533,20.04916533,1.742378891,3.501222244
304,Duellmanohyla_soralia,DA,terrestrial_torrent,1.737480865,6.202597133,0.669551721,2.417237933
305,Duellmanohyla_soralia,DP,terrestrial_torrent,3.052255327,12.27904092,1.674761257,7.237699715
306,Duellmanohyla_soralia,VA,terrestrial_torrent,6.135954055,24.78967142,1.387248022,5.643508637
307,Duellmanohyla_soralia,VP,terrestrial_torrent,5.31845484,20.91155634,0.546950796,4.344386793
308,Dyscophus_guineti,DA,terrestrial_burrower,1.810653235,7.485996,0.540121383,2.974237569
309,Dyscophus_guineti,DP,terrestrial_burrower,2.310457713,9.568819667,1.175905298,3.84253544
310,Dyscophus_guineti,VA,terrestrial_burrower,0.943732685,6.336976433,0.295779646,2.276428203
311,Dyscophus_guineti,VP,terrestrial_burrower,2.267705518,9.205347,0.77835317,0.528964755
312,Eleutherodactylus_armstrongi,DA,arboreal,1.651542895,10.02882945,1.176224392,6.467130835
313,Eleutherodactylus_armstrongi,DP,arboreal,3.030344204,15.43825154,1.37359333,8.534476614
314,Eleutherodactylus_armstrongi,VA,arboreal,1.475122926,8.5127083,0.745285653,4.150561946
315,Eleutherodactylus_armstrongi,VP,arboreal,3.098151263,17.62161661,3.060402044,19.94624954
316,Eleutherodactylus_brittoni,DA,terrestrial_leaflitter,1.861959428,9.137999265,1.087489704,2.631872789
317,Eleutherodactylus_brittoni,DP,terrestrial_leaflitter,1.157428815,7.095974784,1.197558919,5.379693705
318,Eleutherodactylus_brittoni,VA,terrestrial_leaflitter,2.923432311,14.867527,0.183292183,3.438731573
319,Eleutherodactylus_brittoni,VP,terrestrial_leaflitter,3.334351348,15.325236,0.909378493,2.444342881
320,Eleutherodactylus_cochranae,DA,arboreal,2.114466999,8.668642776,0.913869891,3.977272314
321,Eleutherodactylus_cochranae,DP,arboreal,4.182289373,15.24540263,1.410562605,5.627681773
322,Eleutherodactylus_cochranae,VA,arboreal,4.134861129,15.987726,1.789528651,4.17352028
323,Eleutherodactylus_cochranae,VP,arboreal,4.790974338,20.96846517,2.027175775,10.03429303
324,Eleutherodactylus_cooki,DA,terrestrial_leaflitter,1.824767752,6.48539475,0.840613267,2.682378181
325,Eleutherodactylus_cooki,DP,terrestrial_leaflitter,1.393358165,6.131204584,0.428833172,2.464721316
326,Eleutherodactylus_cooki,VA,terrestrial_leaflitter,1.284606269,8.356560167,0.467396815,2.116796516
327,Eleutherodactylus_cooki,VP,terrestrial_leaflitter,2.038893896,11.41576058,0.721755141,5.684800394
328,Eleutherodactylus_cuneatus,DA,terrestrial_leaflitter,4.813292732,18.847175,1.543226066,5.13550696
329,Eleutherodactylus_cuneatus,DP,terrestrial_leaflitter,7.079266556,28.776289,2.124854872,9.047419633
330,Eleutherodactylus_cuneatus,VA,terrestrial_leaflitter,7.692212267,31.26017867,1.458453888,6.819171343
331,Eleutherodactylus_cuneatus,VP,terrestrial_leaflitter,10.65005695,46.51624767,4.50137957,28.6740505
332,Eleutherodactylus_gryllus,DA,arboreal,NA,6.3641855,NA,2.669729029
333,Eleutherodactylus_gryllus,DP,arboreal,3.498004909,16.134048,2.495014635,12.62080108
334,Eleutherodactylus_gryllus,VA,arboreal,3.216216819,20.117768,1.008440638,10.26031306
335,Eleutherodactylus_gryllus,VP,arboreal,3.430043025,17.83042984,0.820008027,1.985587476
336,Eleutherodactylus_gundlachi,DA,terrestrial_leaflitter,4.471136363,22.535858,0.691900538,4.614979901
337,Eleutherodactylus_gundlachi,DP,terrestrial_leaflitter,5.307535443,22.659472,1.78627094,6.200687748
338,Eleutherodactylus_gundlachi,VA,terrestrial_leaflitter,3.940362383,13.95055267,2.349283083,7.466332077
339,Eleutherodactylus_gundlachi,VP,terrestrial_leaflitter,3.414442238,13.388837,0.961688992,3.03437805
340,Eleutherodactylus_hypostenor,DA,terrestrial_burrower,1.176109023,5.374569767,0.380080899,2.296711468
341,Eleutherodactylus_hypostenor,DP,terrestrial_burrower,1.805238075,8.584325833,0.631597248,3.358323705
342,Eleutherodactylus_hypostenor,VA,terrestrial_burrower,1.573494512,8.742928667,0.529209208,4.558388163
343,Eleutherodactylus_hypostenor,VP,terrestrial_burrower,1.707741703,10.42465267,0.472207135,5.506376992
344,Epipedobates_tricolor,DA,terrestrial_leaflitter,1.589565982,7.893468634,0.706286214,3.517176311
345,Epipedobates_tricolor,DP,terrestrial_leaflitter,1.783703249,7.816925579,1.05711901,2.887467371
346,Epipedobates_tricolor,VA,terrestrial_leaflitter,1.268192528,5.961976689,0.827816217,3.736951158
347,Epipedobates_tricolor,VP,terrestrial_leaflitter,1.326767816,6.480650791,0.532540273,2.648882446
348,Espadarana_prosoblepon,DA,arboreal,1.953778287,9.886080554,0.606835823,2.923502915
349,Espadarana_prosoblepon,DP,arboreal,2.260061872,11.08570162,0.55879352,3.979781722
350,Espadarana_prosoblepon,VA,arboreal,5.767653952,20.90117067,1.790225927,6.797755229
351,Espadarana_prosoblepon,VP,arboreal,5.195726475,21.47109828,0.961310482,4.705527755
352,Euphlyctis_hexadactylus,DA,aquatic,2.680071739,12.81549867,1.818971337,7.467825321
353,Euphlyctis_hexadactylus,DP,aquatic,7.817316428,36.43132167,3.449548624,21.730764
354,Euphlyctis_hexadactylus,VA,aquatic,1.953335275,9.208230333,0.572218681,4.126349471
355,Euphlyctis_hexadactylus,VP,aquatic,3.148396178,15.21809033,0.375044562,4.899960054
356,Feihyla_palpebralis,DA,arboreal,2.8265929,15.55605792,0.705591917,4.04595505
357,Feihyla_palpebralis,DP,arboreal,1.850308581,14.29391237,0.323809064,2.337070377
358,Feihyla_palpebralis,VA,arboreal,4.164135768,18.57696567,1.387874692,7.679007291
359,Feihyla_palpebralis,VP,arboreal,5.736986629,25.05182983,0.655996289,11.3969754
360,Fejervarya_limnocharis,DA,semiaquatic,5.673121772,20.42728333,3.108625507,8.9002441
361,Fejervarya_limnocharis,DP,semiaquatic,4.991366324,21.01142944,1.778291761,6.802103977
362,Fejervarya_limnocharis,VA,semiaquatic,2.088242087,9.303645333,0.677001177,3.514001278
363,Fejervarya_limnocharis,VP,semiaquatic,4.033012321,14.608552,1.147148388,5.379266528
364,Gastrotheca_excubitor,DA,arboreal,3.331295869,10.43262267,3.163653617,9.224076774
365,Gastrotheca_excubitor,DP,arboreal,2.258598544,11.159669,0.478429552,5.970633853
366,Gastrotheca_excubitor,VA,arboreal,3.267021011,16.97484867,0.273825925,2.471050354
367,Gastrotheca_excubitor,VP,arboreal,5.95416759,20.863787,1.696102939,4.475789186
368,Gastrotheca_gracilis,DA,arboreal,2.381749399,11.17210684,1.096615121,3.876191172
369,Gastrotheca_gracilis,DP,arboreal,3.050789546,16.18689917,1.219177043,6.296717136
370,Gastrotheca_gracilis,VA,arboreal,3.719119234,21.33576517,1.783561748,4.234338884
371,Gastrotheca_gracilis,VP,arboreal,6.346321253,23.33987034,2.020055554,5.307877479
372,Gastrotheca_ochoai,DA,arboreal,2.195911866,9.279777167,0.715775734,1.594602663
373,Gastrotheca_ochoai,DP,arboreal,2.538936705,10.3476465,1.138379208,2.966227848
374,Gastrotheca_ochoai,VA,arboreal,3.846290891,15.48562717,1.185916712,3.309123423
375,Gastrotheca_ochoai,VP,arboreal,5.226585412,29.00832084,2.318329946,17.07426166
376,Gastrotheca_peruana,DA,arboreal,2.543171879,12.72049678,1.046490331,5.230555936
377,Gastrotheca_peruana,DP,arboreal,3.77069723,15.69737622,1.632105976,6.810165204
378,Gastrotheca_peruana,VA,arboreal,3.851526725,17.72567056,1.129341842,6.973597962
379,Gastrotheca_peruana,VP,arboreal,4.724043419,21.79546661,2.010122899,5.988683294
380,Gastrotheca_plumbea,DA,arboreal,4.794068972,21.09601689,0.575694972,2.30056747
381,Gastrotheca_plumbea,DP,arboreal,5.829451305,23.45563467,1.334237464,8.077581322
382,Gastrotheca_plumbea,VA,arboreal,6.858042013,30.59718789,1.98895984,10.39987376
383,Gastrotheca_plumbea,VP,arboreal,8.504099426,42.61718478,3.008282322,17.84844036
384,Gastrotheca_riobambae,DA,arboreal,3.603419094,15.25728,0.897278456,3.690327631
385,Gastrotheca_riobambae,VA,arboreal,5.203476575,16.78552033,3.498134471,4.773244375
386,Gastrotheca_riobambae,VP,arboreal,4.462418982,18.46887367,0.698418414,6.832087533
387,Haddadus_binotatus,DA,terrestrial_leaflitter,5.294051087,20.206389,0.790487531,2.175239575
388,Haddadus_binotatus,DP,terrestrial_leaflitter,5.354246767,29.27685484,0.943992036,8.603792361
389,Haddadus_binotatus,VA,terrestrial_leaflitter,3.436960538,19.87991117,0.381340845,5.84323906
390,Haddadus_binotatus,VP,terrestrial_leaflitter,1.898453949,8.938569167,0.51888339,2.026164089
391,Hadromophryne_natalensis,DA,terrestrial_torrent,1.388374739,8.501551667,0.258647759,2.429049946
392,Hadromophryne_natalensis,VA,terrestrial_torrent,1.527458646,9.82999,0.565793012,0.319750021
393,Hadromophryne_natalensis,VP,terrestrial_torrent,2.137478471,12.06994867,1.157242987,5.408889603
394,Hemisus_marmoratus,DA,terrestrial_burrower,1.766921248,7.654698378,0.782215137,1.467566913
395,Hemisus_marmoratus,DP,terrestrial_burrower,2.339227173,9.941036111,0.755711997,2.805078898
396,Hemisus_marmoratus,VA,terrestrial_burrower,1.837600212,9.842954112,0.525388998,3.791511294
397,Hemisus_marmoratus,VP,terrestrial_burrower,2.509174408,9.542721999,1.500575001,4.057562464
398,Hyalinobatrachium_fleischmanni,DA,arboreal,1.816906076,9.656735768,0.554075185,2.569266253
399,Hyalinobatrachium_fleischmanni,DP,arboreal,2.185742821,11.72570437,0.950419873,5.697807859
400,Hyalinobatrachium_fleischmanni,VA,arboreal,3.92933074,18.36113261,1.400026264,6.416908321
401,Hyalinobatrachium_fleischmanni,VP,arboreal,4.737342747,19.26149033,0.800451029,6.066208167
402,Hyla_arenicolor,DA,terrestrial_torrent,3.976170714,19.80550967,1.79995119,8.958559065
403,Hyla_arenicolor,DP,terrestrial_torrent,4.375380762,24.87402367,2.18546064,13.74891109
404,Hyla_arenicolor,VA,terrestrial_torrent,4.61213399,19.930298,0.746032208,6.695006284
405,Hyla_arenicolor,VP,terrestrial_torrent,4.629327172,7.735526333,1.359598039,2.059913055
406,Hyla_chrysoscelis,DA,arboreal,4.34429804,18.05662767,0.294356388,2.573911476
407,Hyla_chrysoscelis,DP,arboreal,6.795665105,32.82962333,3.339027137,20.34772979
408,Hyla_chrysoscelis,VA,arboreal,3.387032309,13.588511,1.138999959,4.688511437
409,Hyla_chrysoscelis,VP,arboreal,NA,82.32842867,NA,97.18421196
410,Hymenochirus_boettgeri,DA,aquatic,12.5980183,46.73213133,3.442270292,10.75991076
411,Hymenochirus_boettgeri,DP,aquatic,10.36369965,41.51557944,1.591234652,9.937610964
412,Hymenochirus_boettgeri,VA,aquatic,15.19838902,62.42835622,2.254361386,10.70325519
413,Hymenochirus_boettgeri,VP,aquatic,14.81293953,59.18837767,2.780908654,11.73745336
414,Hyperolius_castaneus,DA,arboreal,1.758081161,11.66456702,0.798750272,4.41924215
415,Hyperolius_castaneus,DP,arboreal,2.226457313,10.8460485,0.589223783,2.859165107
416,Hyperolius_castaneus,VA,arboreal,7.843758481,29.86861583,1.310012461,9.304502482
417,Hyperolius_castaneus,VP,arboreal,10.05135898,38.14642483,2.004678966,9.457168844
418,Hyperolius_viridiflavus,DA,arboreal,1.906923569,10.86315284,0.463596342,1.652260225
419,Hyperolius_viridiflavus,DP,arboreal,2.113557808,10.74583767,0.650207602,2.680120275
420,Hyperolius_viridiflavus,VA,arboreal,4.333851582,21.6378865,1.217159173,12.37682649
421,Hyperolius_viridiflavus,VP,arboreal,5.308312521,18.544061,1.010822545,4.437879824
422,Boana_raniceps,DA,arboreal,1.796852292,6.3616551,0.751967171,2.925567737
423,Boana_raniceps,DP,arboreal,4.375631427,10.313887,4.026843263,4.667304703
424,Boana_raniceps,VA,arboreal,3.665313695,22.07734733,0.120343328,4.22426855
425,Boana_raniceps,VP,arboreal,3.614842563,26.81919367,1.105041901,23.11686709
426,Alcalus_baluensis,DA,terrestrial_torrent,5.412209636,24.3941475,1.745855492,4.478871696
427,Alcalus_baluensis,DP,terrestrial_torrent,4.389570493,22.9324055,0.973773575,5.465657645
428,Alcalus_baluensis,VA,terrestrial_torrent,2.49567428,12.67325083,0.444931183,2.147389357
429,Alcalus_baluensis,VP,terrestrial_torrent,4.127903831,20.90904083,1.74261552,9.519133341
430,Ischnocnema_nasuta,DA,terrestrial_leaflitter,1.713033496,7.524865833,0.700591729,3.434785716
431,Ischnocnema_nasuta,DP,terrestrial_leaflitter,3.712664202,12.09122567,1.868425755,6.528902092
432,Ischnocnema_nasuta,VA,terrestrial_leaflitter,5.57169809,17.28943467,0.286313163,1.783224791
433,Ischnocnema_nasuta,VP,terrestrial_leaflitter,1.607663582,8.183717333,0.633771495,3.72886811
434,Kaloula_pulchra,DA,terrestrial_burrower,1.960546015,6.9568749,2.112182014,2.35083123
435,Kaloula_pulchra,DP,terrestrial_burrower,2.624850728,17.095219,2.628549884,20.40439548
436,Kaloula_pulchra,VA,terrestrial_burrower,3.983868396,17.57495633,1.379903779,8.857065549
437,Kaloula_pulchra,VP,terrestrial_burrower,2.309217845,8.791828,1.046600596,3.452721022
438,Kassina_senegalensis,DA,arboreal,1.478216761,6.247982967,0.722449619,2.546112705
439,Kassina_senegalensis,DP,arboreal,1.986865814,11.18527867,1.081075494,5.957168775
440,Kassina_senegalensis,VA,arboreal,9.130594483,46.524313,1.533601549,19.48052523
441,Kassina_senegalensis,VP,arboreal,3.676684016,23.39996033,0.526683961,4.708230181
442,Lepidobatrachus_laevis,DA,aquatic,2.116783744,9.854036,1.042987145,3.909742264
443,Lepidobatrachus_laevis,DA,terrestrial_burrower,NA,NA,NA,NA
444,Lepidobatrachus_laevis,DP,aquatic,1.901077211,10.299966,1.093279753,2.406099343
445,Lepidobatrachus_laevis,DP,terrestrial_burrower,NA,NA,NA,NA
446,Lepidobatrachus_laevis,VA,aquatic,4.155040444,22.15972767,0.857287889,4.934378614
447,Lepidobatrachus_laevis,VA,terrestrial_burrower,NA,NA,NA,NA
448,Lepidobatrachus_laevis,VP,aquatic,2.674871682,13.56165733,1.494157639,7.626862304
449,Lepidobatrachus_laevis,VP,terrestrial_burrower,NA,NA,NA,NA
450,Leptobrachium_hasseltii,DA,terrestrial_leaflitter,2.799854127,13.029036,0.849475606,4.605556448
451,Leptobrachium_hasseltii,DP,terrestrial_leaflitter,2.070168233,10.4909095,0.718266981,5.893638385
452,Leptobrachium_hasseltii,VA,terrestrial_leaflitter,3.393001319,14.00539217,1.727935256,6.273852448
453,Leptobrachium_hasseltii,VP,terrestrial_leaflitter,4.057905716,19.33804184,1.219807002,4.85451857
454,Leptodactylodon_bicolor,DA,terrestrial_leaflitter,2.56622365,9.6869925,0.41698759,1.673044845
455,Leptodactylodon_bicolor,DP,terrestrial_leaflitter,2.561936032,11.8386486,1.5434278,9.856057254
456,Leptodactylodon_bicolor,VA,terrestrial_leaflitter,1.349082862,6.350641267,0.640931396,2.469134069
457,Leptodactylodon_bicolor,VP,terrestrial_leaflitter,6.244458329,18.72689633,8.084374441,23.11454108
458,Leptodactylus_bolivianus,VA,semiaquatic,1.437032838,NA,0.289626339,NA
459,Leptodactylus_bolivianus,VP,semiaquatic,1.625408156,NA,0.198642811,NA
460,Leptobrachella_pelodytoides,DA,terrestrial_torrent,1.833859789,7.947402622,0.413486767,1.470337487
461,Leptobrachella_pelodytoides,DP,terrestrial_torrent,1.673006035,8.092700434,0.268080325,2.392212166
462,Leptobrachella_pelodytoides,VA,terrestrial_torrent,1.552975842,7.256059301,0.571474131,2.456104794
463,Leptobrachella_pelodytoides,VP,terrestrial_torrent,0.880963246,5.438163934,0.372505423,1.584719674
464,Leptopelis_calcaratus,DA,arboreal,2.922379647,11.28034,0.785064044,6.860280644
465,Leptopelis_calcaratus,DP,arboreal,3.454667749,11.435763,2.625011633,6.999422209
466,Leptopelis_calcaratus,VA,arboreal,6.155396841,23.92440017,0.856358096,2.83840383
467,Leptopelis_calcaratus,VP,arboreal,5.600615431,18.95922967,0.446196906,4.117531416
468,Leptophryne_borbonica,DA,terrestrial_leaflitter,5.596209186,28.207923,1.766185503,11.6997136
469,Leptophryne_borbonica,DP,terrestrial_leaflitter,4.729742422,25.44404009,0.768389904,4.671420777
470,Leptophryne_borbonica,VA,terrestrial_leaflitter,7.735789297,33.27343608,2.02686029,6.152386582
471,Leptophryne_borbonica,VP,terrestrial_leaflitter,7.124107932,31.43165817,1.393882871,6.835068782
472,Litoria_caerulea,DA,arboreal,2.939834946,9.821173,0.383338694,0.926640906
473,Litoria_caerulea,VA,arboreal,7.318895894,21.70891933,2.470637754,5.655596283
474,Litoria_caerulea,VP,arboreal,5.901961239,19.8429,1.991284887,7.181199777
475,Mantella_baroni,DA,terrestrial_leaflitter,1.684332001,8.344301933,1.226060292,6.381886654
476,Mantella_baroni,DP,terrestrial_leaflitter,2.516660377,9.760698484,0.529808688,2.567433369
477,Mantella_baroni,VA,terrestrial_leaflitter,1.275923009,7.240205167,0.421814927,1.457657627
478,Mantella_baroni,VP,terrestrial_leaflitter,1.049678829,6.065130067,0.716364509,2.714724144
479,Mantidactylus_biporus,DA,terrestrial_leaflitter,1.729434706,10.00342383,0.452106086,4.339319402
480,Mantidactylus_biporus,DP,terrestrial_leaflitter,1.668161698,9.858292667,0.176325664,3.161008327
481,Mantidactylus_biporus,VA,terrestrial_leaflitter,1.527076661,7.74222855,0.591926637,3.736846096
482,Mantidactylus_biporus,VP,terrestrial_leaflitter,2.093716837,8.270582333,0.087542428,1.000884526
483,Mantidactylus_grandidieri,DA,terrestrial_torrent,2.582928411,12.29340267,1.444471957,7.044364759
484,Mantidactylus_grandidieri,DP,terrestrial_torrent,2.828209985,12.41012584,0.602035765,4.908269964
485,Mantidactylus_grandidieri,VA,terrestrial_torrent,1.495736008,11.31451935,0.753202772,5.57519811
486,Mantidactylus_grandidieri,VP,terrestrial_torrent,2.593767757,11.091706,0.800063853,3.892081517
487,Pelobatrachus_nasuta,DA,terrestrial_leaflitter,3.80698806,20.754461,0.79491463,4.28165323
488,Pelobatrachus_nasuta,DP,terrestrial_leaflitter,2.244460499,10.54496155,0.600628525,3.506600659
489,Pelobatrachus_nasuta,VA,terrestrial_leaflitter,3.678657667,12.4263535,1.059401439,2.001363467
490,Pelobatrachus_nasuta,VP,terrestrial_leaflitter,2.906515214,12.58067944,1.468943919,3.848636013
491,Melanophryniscus_stelzneri,DA,terrestrial_leaflitter,3.910755518,25.415438,1.619974731,10.2316732
492,Melanophryniscus_stelzneri,DP,terrestrial_leaflitter,2.949390933,13.31170817,0.602742645,4.16859515
493,Melanophryniscus_stelzneri,VA,terrestrial_leaflitter,2.818033825,16.69999483,0.316727072,4.574525752
494,Melanophryniscus_stelzneri,VP,terrestrial_leaflitter,2.981331086,14.40105684,1.334231981,5.46859614
495,Mixophyes_fasciolatus,DA,terrestrial_leaflitter,1.486675048,6.593391,0.190097388,1.031952354
496,Mixophyes_fasciolatus,DP,terrestrial_leaflitter,0.437839874,3.7815412,0.056844144,2.529171462
497,Mixophyes_fasciolatus,VA,terrestrial_leaflitter,0.264325559,1.979733467,0.136986398,1.255965768
498,Mixophyes_fasciolatus,VP,terrestrial_leaflitter,2.254568298,11.72830467,1.532906079,5.258107247
499,Myobatrachus_gouldii,DA,terrestrial_leaflitter,2.594470138,11.90990905,0.555176544,4.724622084
500,Myobatrachus_gouldii,DP,terrestrial_leaflitter,3.839808178,23.14101867,1.37620182,12.1714363
501,Myobatrachus_gouldii,VA,terrestrial_leaflitter,3.080181887,14.49159417,1.147928343,8.038964216
502,Myobatrachus_gouldii,VP,terrestrial_leaflitter,5.619183033,25.54525767,1.969975067,11.23203832
503,Nannophrys_ceylonensis,DA,terrestrial_torrent,3.5429658,14.75640252,2.217553295,3.421780046
504,Nannophrys_ceylonensis,DP,terrestrial_torrent,0.741910029,6.983646,0.116579504,0.536709754
505,Nannophrys_ceylonensis,VA,terrestrial_torrent,1.786424263,7.831034869,1.236032289,2.875214842
506,Nannophrys_ceylonensis,VP,terrestrial_torrent,1.554437372,7.325065667,0.207539789,0.56163434
507,Nectophrynoides_tornieri,DA,terrestrial_leaflitter,2.394888334,14.868973,0.006934866,1.076604964
508,Nectophrynoides_tornieri,DP,terrestrial_leaflitter,2.312319978,13.80494367,0.416993893,2.278119605
509,Nectophrynoides_tornieri,VA,terrestrial_leaflitter,2.938464571,13.81893583,0.938628448,3.528347442
510,Nectophrynoides_tornieri,VP,terrestrial_leaflitter,2.975374519,12.98280034,0.464770056,1.620185211
511,Neobatrachus_pictus,DA,terrestrial_burrower,2.647627274,14.86635867,0.874729112,2.697399718
512,Neobatrachus_pictus,DP,terrestrial_burrower,3.087112908,15.38233567,1.308893349,8.163225598
513,Neobatrachus_pictus,VA,terrestrial_burrower,1.209084885,6.765147517,0.379241274,2.124773607
514,Neobatrachus_pictus,VP,terrestrial_burrower,1.57143913,8.407221169,0.653702866,2.162144126
515,Nyctibates_corrugatus,DA,terrestrial_leaflitter,0.965698658,7.273019,0.456850731,2.864326093
516,Nyctibates_corrugatus,DP,terrestrial_leaflitter,1.196602776,8.006960117,0.208984338,2.493295883
517,Nyctibates_corrugatus,VA,terrestrial_leaflitter,0.393648914,3.2024529,0.071490008,1.351114441
518,Nyctibates_corrugatus,VP,terrestrial_leaflitter,1.30831737,5.93904375,0.715798606,3.219458485
519,Nyctimantis_rugiceps,DA,arboreal,1.270265964,6.607989334,0.446753662,1.640848
520,Nyctimantis_rugiceps,DP,arboreal,1.744601357,9.523698315,0.538558766,3.273103686
521,Nyctimantis_rugiceps,VA,arboreal,7.381702717,32.2985045,2.401679805,13.90985843
522,Nyctimantis_rugiceps,VP,arboreal,4.484553881,22.42877433,1.062909388,9.353726422
523,Odontophrynus_carvalhoi,DA,terrestrial_torrent,5.341215428,28.611802,2.616765923,11.64598522
524,Odontophrynus_carvalhoi,DP,terrestrial_torrent,5.547979958,23.53276967,1.48364864,4.71420902
525,Odontophrynus_carvalhoi,VA,terrestrial_torrent,3.790070172,20.72486933,1.906584119,14.13778457
526,Odontophrynus_carvalhoi,VP,terrestrial_torrent,3.379869088,16.28928867,0.983514297,3.145418914
527,Ophryophryne_hansi,DA,terrestrial_leaflitter,2.448344262,10.75105268,1.581183226,4.624518431
528,Ophryophryne_hansi,DP,terrestrial_leaflitter,3.534896947,18.434219,1.92623964,5.350408584
529,Ophryophryne_hansi,VA,terrestrial_leaflitter,3.02267945,11.19653692,2.164135549,7.091811376
530,Ophryophryne_hansi,VP,terrestrial_leaflitter,3.732509959,15.84875611,1.235236263,7.457653782
531,Ophryophryne_microstoma,DA,terrestrial_leaflitter,2.553162586,13.7050625,1.791443125,6.144102651
532,Ophryophryne_microstoma,DP,terrestrial_leaflitter,2.041663701,17.406718,0.319300356,4.058412098
533,Ophryophryne_microstoma,VA,terrestrial_leaflitter,1.352548586,7.892882817,0.931758025,5.812501248
534,Ophryophryne_microstoma,VP,terrestrial_leaflitter,1.080436854,7.932894465,0.114639716,2.587704298
535,Opisthothylax_immaculatus,DA,arboreal,2.089182881,8.878920665,0.986370909,3.285069461
536,Opisthothylax_immaculatus,DP,arboreal,1.445257358,6.590498317,0.906385267,4.2116134
537,Opisthothylax_immaculatus,VA,arboreal,3.678334028,14.20365384,0.944275939,3.129684753
538,Opisthothylax_immaculatus,VP,arboreal,3.437879337,13.47315517,1.299203617,6.165095725
539,Oreolalax_rhodostigmatus,DA,terrestrial_torrent,6.58441724,26.380473,4.949091946,17.33808423
540,Oreolalax_rhodostigmatus,DP,terrestrial_torrent,5.003956449,23.10311684,2.055602053,3.427496734
541,Oreolalax_rhodostigmatus,VA,terrestrial_torrent,4.090825522,15.65649283,2.030888251,4.130104088
542,Oreolalax_rhodostigmatus,VP,terrestrial_torrent,2.716664796,12.708895,0.995797639,8.85073254
543,Oreophryne_waira,DA,terrestrial_leaflitter,2.671502927,9.3416822,1.538885213,4.73560744
544,Oreophryne_waira,DP,terrestrial_leaflitter,1.678304525,6.777670299,0.527589571,2.165756366
545,Oreophryne_waira,VP,terrestrial_leaflitter,2.832881851,14.31567883,0.496372826,3.752712584
546,Osornophryne_bufoniformis,DA,terrestrial_leaflitter,6.930759293,29.32381917,1.584524279,11.69307821
547,Osornophryne_bufoniformis,DP,terrestrial_leaflitter,5.533635656,25.56878517,1.542819589,6.474232916
548,Osornophryne_bufoniformis,VA,terrestrial_leaflitter,4.985699523,21.92984584,1.211229479,6.307125102
549,Osornophryne_bufoniformis,VP,terrestrial_leaflitter,8.190727673,29.37075767,4.090421511,12.84920514
550,Quasipaa_verrucospinosa,DA,terrestrial_torrent,3.647382153,25.250333,0.846226119,6.623133129
551,Quasipaa_verrucospinosa,DP,terrestrial_torrent,5.350598731,29.77889234,0.807156604,8.127535242
552,Quasipaa_verrucospinosa,VA,terrestrial_torrent,2.242335079,12.04933817,0.792974596,2.401010692
